name;iso_country;municipality;icao_code
Fazenda S??o Jos? Heliport;BR;Rio Claro;
Atrium VI.com Heliport;BR;S??o Paulo;
CBMM Heliport;BR;Arax?;
Fazenda Vera L??cia Airport;BR;Aquidauana;
Fazenda Baluarte Airport;BR;Lagoa Dos Patos;
Rio Verde/Mercosul Heliport;BR;Campo Largo;
Severino Lopes Airport;BR;S??o Jos? Do Mipibu;
Jo??o Silva Airport;BR;Santa In?s;
Fazenda Tr?s Barras Airport;BR;Itarum??;
Fazenda Galil?ia 2 Airport;BR;Almas;
Riacho de Pedras Heliport;BR;Porto de Pedras;
Fazenda Para?so Airstrip;BR;Porto Nacional;
Eco Forte Heliport;BR;Mogi Gua??u;
Indubras Heliport;BR;Contagem;
Comandante Vittorio Bonomi Airport;BR;Mococa;
Classic Helipad;BR;S??o Paulo;
Fazenda Pingo d`??gua Airport;BR;Pedro Gomes;
Fazenda Estrela D`Alva Airport;BR;Quer?ncia;
Iate Clube de Santos - Angra dos Reis Heliport;BR;Angra Dos Reis;
Fernando Jo??o Pereira dos Santos Filho Airport;BR;Brejo da Madre de Deus;
Cap PM Paulo Jos? de Menezes Filho Heliport;BR;S??o Jos? Dos Campos;
Fazenda Ara??atuba Airport;BR;Nova Crix?s;
Fazenda Aparecida Airport;BR;Pen?polis;
Fazenda S??o Roberto Airport;BR;Para??na;
Fazenda Serra Azul Airport;BR;Baixa Grande;
Continental Square Heliport;BR;S??o Paulo;
Roots Heliport;BR;Camanducaia;
Jatapu Airport;BR;Urucar?;
Est??ncia Santa Rita Airport;BR;Cuiab?;
Fazenda Para?so Airport;BR;Nova Ubirat??;
Fazenda Cabeceira do Pontal Airstrip;BR;Alto Taquari;
Fazenda Santo Andr? Airstrip;BR;S?tio d'Abadia;
Blumen Park Heliport;BR;Lajeado;
Fazenda Casa Velha Heliport;BR;Carmo do Cajuru;
Fazenda Rosa M?stica Heliport;BR;Santa B?rbara;
Fazenda Santa Elisa Airport;BR;Brit??nia;
Fazenda Uni??o Airport;BR;Jate?;
Anchieta Hospital Heliport;BR;Bras?lia;
Fazenda Conc?rdia Airport;BR;Navira?;
Arenhart Avia????o Agr?cola Airport;BR;Uruguaiana;
Oeste Plaza Shopping - MC Helipad;BR;Andradina;
Fazenda Para?so Airport;BR;Corumb?;
Fazenda Campo Alegre Airport;BR;Aquidauana;
Maroum Heliport;BR;Ilhabela;
My Way Heliport;BR;Angra Dos Reis;
Trade Tower Heliport;BR;Campinas;
M Dias Branco Airport;BR;Eus?bio;
Fazenda S??o Roque Airport;BR;Aquidauana;
Nossa Senhora do Loreto Airport;BR;Uruguaiana;
Fazenda Canad? Airport;BR;Caracol;
Fazenda Bandeirantes Airport;BR;Aquidauana;
Fazenda da Barra Airport;BR;Camapu??;
Fazenda Candu? Airport;BR;Una?;
Fazenda Progresso Airport;BR;Porto dos Ga??chos;
Fazenda Bonanza Airport;BR;Nova Crix?s;
Hospital S??o Sebasti??o Heliport;BR;Papanduva;
Redex Aeroagr?cola Airport;BR;Quer?ncia;
Condom?nio Global Tech Heliport;BR;Campinas;
Cadete 56-147 Santana Airport;BR;Palmeir?polis;
Milennium Office Park Helipad;BR;S??o Paulo;
Eduardo Cordeiro de Ara??jo Airport;BR;Pelotas;
Fazenda Costa Rica Airport;BR;Aquidauana;
Est??ncia Esmeralda Airport;BR;Corumb?;
Clemente Verillo Airport;BR;Ribeir??o Bonito;
New England Helipad;BR;S??o Paulo;
Sat?lite Avia????o Agr?cola Airport;BR;Canarana;
Vera Municipal Airport;BR;Vera;
Pl? e Silva Airport;BR;Santa Vit?ria do Palmar;
Sementes Roos Heliport;BR;N??o Me Toque;
Fazenda Canad? Airport;BR;Acre??na;
Fazenda Vit?ria Airport;BR;S??o Desid?rio;
Rep??blica dos Palmares Helipad;BR;Macei?;
Cruz Bay Seaplane Base;VI;Cruz Bay;
Fazenda Verde Vale Airport;BR;Novo Mundo;
Brink??s Salvador Heliport;BR;Salvador;
Salon Airport;BR;Porangatu;
Fazenda Santa Maria do Palmas Airstrip;BR;Arraias;
Fazenda Bahia Potrich Airport;BR;Feliz Natal;
West Side Heliport;BR;Barueri;
Fazenda Bacuri Airport;BR;Riach??o;
Federa????o do Com?rcio do Estado de S??o Paulo Helipad;BR;S??o Paulo;
M?ier Medical Center Helipad;BR;Rio De Janeiro;
Condom?nio Jacum?? Ocean Resort Heliport;BR;Porto Seguro;
Frigo Estrela Airport;BR;Estrela D`Oeste;
I.I.J.O.- Ros?rio Heliport;BR;Gua?ra;
CIFI Airport;BR;Cuiab?;
Fazenda Santa Joana Airport;BR;Santo Ant?nio do Leverger;
Fazenda Cachoeira Airport;BR;Aragua??u;
Fazenda Campo Formoso Airport;BR;Sandol??ndia;
Fazenda Macuco Airport;BR;Eldorado;
Fazenda Brasil Novo Airport;BR;Coxim;
Fazenda Perobal Airport;BR;Corumbiara;
Fazenda Quatrirm??s Airport;BR;Itatinga;
Fazenda S??o Gabriel 2 Airport;BR;Brasnorte;
Fazenda Triunfo Rio Turvo Airport;BR;Nova Bandeirantes;
Tabuleiro Airport;BR;Bananeiras;
Fazenda Gaia Airport;BR;Monte Alegre De Minas;
Fazenda Bufallo Airport;BR;Nova Ubirat??;
Fazenda Dois Irm??os Airport;BR;Sorriso;
Fazenda Tapirap? Airport;BR;Santa Terezinha;
Meta Agro Airport;BR;Canarana;
Fazenda Silveira Airstrip;BR;Cujubim;
Fazenda Aroeira Airstrip;BR;Pontes e Lacerda;
Sheriff  Airstrip;BR;Bela Vista de Goi?s;
Fazenda Busato I Airport;BR;S??o Desid?rio;
Fazenda Rio Brilhante Airport;BR;S??o Desid?rio;
Na????es Unidas Airstrip;BR;Itaituba;
Nova Era Airport;BR;P??ntano Grande;
Plaza II Heliport;BR;S??o Paulo;
Aeropel Airport;BR;S??o Borja;
Fazenda Cypi Airport;BR;Corumb?;
Pitangueira Heliport;BR;Agrol??ndia;
Quadra Hungria Heliport;BR;S??o Paulo;
Fazenda Agromar Airport;BR;S??o Jos? Do Rio Claro;
Araguatins Airport;BR;Araguatins;
Tasi Airport;BR;Sinop;
Fazenda Barriguda Airport;BR;S??o Domingos;
Fazenda Ara??atuba Airport;BR;Anauril??ndia;
Severino Farias Airstrip;BR;Vertentes;
Fazenda Santa Maria Airport;BR;S??o Val?rio;
Fazenda S??o Jos? Airport;BR;Caracara;
Fazenda 3 Marias Airstrip;BR;Cocos;
Fazenda Painerias Heliport;BR;Arandu;
Pradella Airport;BR;Formosa do Rio Preto;
Fazenda Renascer Airport;BR;Balsas;
Real Hospital Portugu?s Helipad;BR;Recife;
Canal Heliport;BR;Cabo Frio;
Fazenda Palmeira Airport;BR;Ipiranga Do Norte;
Confresa Airport;BR;Confresa;
Fazenda Poru?na Airport;BR;Serran?polis;
Flow Water Heliport;BR;Campos do Jord??o;
Fazenda Remanso Airport;BR;Cacoal;
Fazenda Globo Airport;BR;Sapezal;
Fazenda Colorado Airport;BR;Diamantino;
Fazenda S??o Jos? da Reunidas Airport;BR;S??o Jos? Do Xingu;
Flamboyant Heliport;BR;Pa??o do Lumiar;
Fazenda S??o Vicente Airport;BR;Uberl??ndia;
Agropecu?ria Vale do Guapor? Airport;BR;Vila Bela da Sant?ssima Trindade;
Professor Maur?cio Joppert Airport;BR;Engenheiro Navarro;
Fazenda Alvorada X Airport;BR;Gilbu?s;
Uru??u? Airport;BR;Uru??u?;
Fazenda Porteira da Cruz Heliport;BR;Piedade dos Gerais;
Fazenda Paragua??u Airport;BR;Nova Ubirat??;
BPX Heliport;BR;Boqueir??o;
Zocar Castelo Heliport;BR;Castelo;
Ipia?? Heliport;BR;Ipia??;
Itabuna Heliport;BR;Itabuna;
Pedro da Costa Lima Airport;BR;Santa Rita Do Pardo;
Fazenda Goiaba Airport;BR;Tr?s Lagoas;
Fazenda Nova Era Airport;BR;Iguatemi;
Edif?cio Times Square Business Helipad;BR;Ribeir??o Preto;
Fazenda Santa B?rbara Airport;BR;Corumb?;
Engenheiro Joaquim Martins Airport;BR;Iramaia;
Helicenter Alphaville Heliport;BR;Santana de Parna?ba;
Marina Porto Imperial Heliport;BR;Parati;
M?dulo Aguapei Airport;BR;Porto Esperidi??o;
Patura Mara?? Heliport;BR;Mara??;
Fazenda Santa Maria Airstrip;BR;Alta Floresta;
Fazenda Bola Branca Airport;BR;Itinga do Maranh??o;
Fazenda S??o Jos? MAAB Airstrip;BR;Nova Monte Verde;
Fazenda Paran?? Airstrip;BR;Paran??;
Fazenda Santo Ant?nio Airport;BR;Itaituba;
Fazenda Santa Maria  Airport;BR;Para?so das ??guas;
Fazenda Cacique Airport;BR;Brasil??ndia;
Jequi? Heliport;BR;Jequi?;
Pousada do Rio Roosevelt Airport;BR;Novo Aripuan??;
Fazenda Tanguru Airport;BR;Quer?ncia;
Fazenda Juliana Airport;BR;Chupinguaia;
Fazenda Taquaral Airport;BR;Alta Floresta;
Fazenda Campo Aberto Airport;BR;Barreiras;
Fazenda Shangri-l? Airstrip;BR;Alta Floresta;
Jo??o de Oliveira Bueno Airport;BR;Monte Alegre De Goi?s;
Fazenda Recreio Airport;BR;Andrel??ndia;
BS Colway Heliport;BR;Piraquara;
Fazenda Vale Verde Airport;BR;Pium;
Fazenda Barra Mansa Airport;BR;Nova Lacerda;
Maca Aero Airport;BR;Tail??ndia;
Indaia??ba Heliport;BR;Ilhabela;
Ilha de Terrapleno Heliport;BR;Rio Grande;
Fazenda Nova Esperan??a Airport;BR;Araguaiana;
Fazenda Ouro Verde Airstrip;BR;Nova Mutum;
Fazenda Lajeadinho;BR;S??o Jo??o do Para?so;
Serra Azul Airport;BR;Itaituba;
Fazenda Vereda Heliport;BR;Matozinhos;
Arquitech Heliport;BR;Bra??o do Norte;
Fazenda Paraiso Airstrip;BR;Santa Luzia do Par?;
Aerocampo Airport;BR;Campo Novo Do Parecis;
Fazenda Adelaide Airport;BR;Brasnorte;
Helisilva Heliport;BR;Balne?rio Camburi??;
Lago Azul Heliport;BR;Ara??oiaba da Serra;
Boa F? Airport;BR;Itaituba;
Hangar Comandante Salom??o Alcolumbre Airport;BR;Macap?;
Fazenda Mangabas Airport;BR;Sonora;
Can?? Airport;BR;Norm??ndia;
Canawapai Airport;BR;Uiramut??;
Caracan?? Airport;BR;Uiramut??;
Cararuau Airport;BR;Norm??ndia;
Caraparu Airport;BR;Uiramut??;
Caramambata? (Mapae) Airport;BR;Uiramut??;
Catrimani I Airport;BR;Mucaja?;
Cont??o Airport;BR;Norm??ndia;
Cumaip? Airport;BR;Uiramut??;
Cuman?? I Airport;BR;Pacaraima;
Cuman?? II Airport;BR;Pacaraima;
Cutia Airport;BR;Norm??ndia;
Comeri Santos Helipad;BR;Santos;
Estev??o Airport;BR;Uiramut??;
Fazenda Juliana Airport;BR;Bom Jesus do Araguaia;
Fazenda Vale dos Sonhos Airstrip;BR;Novo Mundo;
Fazenda Estrela do Araguaia Airport;BR;Floresta do Araguaia;
Fazenda Igua??u;BR;Aquidauana;
Tupirama Airport;BR;Tupirama;
Flechal Airport;BR;Uiramut??;
Fazenda Chaparral Airport;BR;Lambari d`Oeste;
Hakoma Airport;BR;Alto Alegre;
Fazenda Porto do Campo Airport;BR;Lambari d'Oeste;
Halikato-u Airport;BR;Alto Alegre;
Jacamim Airport;BR;Bonfim;
Fazenda Lilliani Airport;BR;Bom Jardim;
Jatapuzinho Airport;BR;Caroebe;
Lago Grande I Airport;BR;Bonfim;
Maturuc? Airport;BR;Norm??ndia;
Le??o de Ouro Airport;BR;Pacaraima;
Maloquinha Airport;BR;Pacaraima;
Manala? Airport;BR;Uiramut??;
Mano?-Pium Airport;BR;Bonfim;
Maracan?? Airport;BR;Norm??ndia;
Cambiju Heliport;BR;Ponta Grossa;
Marup? Airport;BR;Bonfim;
Milho Airport;BR;Boa Vista;
Miss??o Catrinami Airport;BR;Caracara?;
Morro Airport;BR;Uiramut??;
Mudubim I Airport;BR;Pacaraima;
Mutum Airport;BR;Uiramut??;
Helicentro BH Heliport;BR;Nova Lima;
Fazenda Fortaleza do Inaj?;BR;Santa Maria das Barreiras;
Fazenda Campo Novo Airstrip;BR;Chapad??o do Sul;
Fazenda Duas Irm??s Airport;BR;Conquista d'Oeste;
Fazenda Tuiuiu Airport;BR;Santa Rita do Trivelato;
Fazenda S??o Francisco Airstrip;BR;Novo Mundo;
Fazenda WS Airstrip;BR;Alta Floresta;
Fazenda Rio Grande Airport;BR;S??o Desid?rio;
Fazenda Mundo Acabado Airport;BR;Sonora;
Fazenda Momba??a Heliport;BR;Angra Dos Reis;
Monte Carlo Trade Center Heliport;BR;Barueri;
Paapiu Novo Airport;BR;Iracema;
Mato Grosso Airport;BR;Pacaraima;
Pacu Airport;BR;Norm??ndia;
Palimi?? Airport;BR;Alto Alegre;
Parafuri Airstrip;BR;Alto Alegre;
Pedra Branca Airport;BR;Uiramut??;
Pedra Preta Airport;BR;Uiramut??;
Piolho Airport;BR;Pacaraima;
Pipi Airport;BR;Uiramut??;
Raposa Airport;BR;Norm??ndia;
Santa Isabel Airport;BR;Pacaraima;
Santa Liberdade Airstrip;BR;Pacaraima;
Santa Maria de Norm??ndia Airstrip;BR;Norm??ndia;
Maragogipe Airport;BR;Itaquira?;
Minera????o Serra Grande Heliport;BR;Crix?s;
S??o Miguel Cachoeirinha Airport;BR;Pacaraima;
Saupar?? Airport;BR;Uiramut??;
Serra do Sol Airport;BR;Uiramut??;
Soc? Airport;BR;Uiramut??;
Suapi Airport;BR;Pacaraima;
Monte Rey Heliport;BR;Caxias do Sul;
Fazenda Mizote Airport;BR;S??o Desid?rio;
Fazenda S??o Vicente Airport;BR;Rondon do Par?;
Fazenda Alto da Serra Airport;BR;Porto Nacional;
Fazenda Israel Heliport;BR;Itabera?;
Beach Heliport;BR;Rio de Janeiro;
Fazenda Nossa Senhora Aparecida Airport;BR;Formosa do Rio Preto;
Clube de Esportes A?reos e N?uticos do Par? Airport;BR;Bel?m;
Ubaru Airport;BR;Pacaraima;
Uraricoera Airport;BR;Alto Alegre;
Wapum Airport;BR;Bonfim;
Wilimon Airport;BR;Uiramut??;
Xidea Airport;BR;Alto Alegre;
Fazenda Tr?s Perobas Airport;BR;Santa Luzia D`Oeste;
Fazenda Reata Airport;BR;Campo Novo Do Parecis;
Fazenda Santa Luzia Airport;BR;Nova Mutum;
Fazenda Nazar? Airport;BR;Corumb?;
Novo Progresso Airport;BR;Novo Progresso;SJNP
Destilaria Medasa Airport;BR;Medeiros Neto;
Fazenda Campo Alto Airport;BR;Ribeir??o Cascalheira;
Fazenda S??o Francisco Airport;BR;Gouvel??ndia;
Fazenda Nhandu Airport;BR;Novo Mundo;
Cosmos Avia????o Agr?cola Airport;BR;Chapad??o Do C?u;
Iberostar Praia do Forte Heliport;BR;Mata de S??o Jo??o;
Fazenda Tr?s Lagoas Airport;BR;Sapezal;
Fazenda Uni??o Airstrip;BR;Nossa Senhora do Livramento;
Fazenda Santa Carmem II Airport;BR;Quer?ncia;
JC Heliport;BR;Concei????o do Araguaia;
Elber Pereira Municipal Airport;BR;Ipanema;
Fazenda Fortaleza Heliport;BR;Taubat?;
Hotel Paradise Heliport;BR;Catanduva;
Haras Cachoeira Heliport;BR;Itu;
Ariquemes Airport;BR;Ariquemes;
Juruti Airport;BR;Juruti;
Simasa Airport;BR;A??ail??ndia;
RS Morizono Heliport;BR;Barueri;
Doutor Jo??o Osmar de Oliveira Airport;BR;Comodoro;
Minas da Concei????o Heliport;BR;Itabira;
Crist?lia Heliport;BR;Itapira;
Oliveira Heliport;BR;Brusque;
Marfrig Frigor?fico Airport;BR;Paranatinga;
C.B.E. - Companhia Brasileira de Equipamentos Heliport;BR;Ribeir??o Grande;
Fazenda Guadalupe Airport;BR;Santo Ant?nio Do Aracangu?;
Fazenda Brinquinho Airport;BR;S??o Desid?rio;
Jorge Luiz Stocco Airport;BR;Palmeira;SJOY
Faria Lima Square Heliport;BR;S??o Paulo;
Fazenda Bonanza Airstrip;BR;Piraqu?;
OSX Brasil S.A. Heliport;BR;S??o Jo??o da Barra;
Fazenda Sabi? Potrich Airport;BR;Nova Ubirat??;
Fazenda Rasante 01 Airport;BR;Ja?ba;
Usina Aurora Airstrip;BR;Anauril??ndia;
Guarapiranga Golfe Heliport;BR;S??o Paulo;
Riacho Verde Heliport;BR;Bezerros;
Praia da Arma????o Heliport;BR;Ilhabela;
Pol?cia Federal Heliport;BR;Foz do Igua??u;
Fazenda Pirapitinga Airport;BR;Cocalzinho De Goi?s;
Prefeitura do Munic?pio de Jundia? Heliport;BR;Jundia?;
Capit??o PM Cidimar Antunes de Almeida Heliport;BR;Niter?i;
Xing? Airport;BR;Piranhas;
Aero Rural Airport;BR;Alta Floresta;
Fazenda Buriti Airport;BR;Una?;
Fazenda Cedro Airport;BR;Lucas do Rio Verde;
Fazenda Guimar??es II Airport;BR;Lucas Do Rio Verde;
Fazenda Cidade Verde Airport;BR;Poxor?o;
Fazenda Santo Ant?nio Heliport;BR;Matinha;
Ferrari Heliport;BR;Nova Lima;
Grupo Shimohira Airport;BR;Baixa Grande do Ribeiro;
Fazenda Pontinha Airstrip;BR;Bandeirantes;
KHIM Heliport;BR;Campos do Jord??o;
Chapadinha Regional Hospital Heliport;BR;Chapadinha;
Atacad??o Dia ?? Dia 3 Heliport;BR;Padre Bernardo;
Caxias Regional Hospital Heliport;BR;Caxias;
Fazenda Clarim Airport;BR;S??o Desid?rio;
Jequitimar Heliport;BR;Guaruj?;
Graciosa Airport;BR;Piraquara;
Fazenda Londrina Airport;BR;Campo Novo Do Parecis;
HSBC Heliport;BR;Curitiba;
Porto Jofre Airport;BR;Pocon?;
Barra do Vento Airport;BR;Boa Vista;
??guas Claras Avia????o Agr?cola Airport;BR;Santa Juliana;
Fazenda Valor Heliport;BR;Igarap? do Meio;
Quirin?polis Airport;BR;Quirin?polis;
Est??ncia Rebog Airport;BR;Cocalinho;
Fazenda Terra Alta Airport;BR;Portel;
Jacarezinho Airport;BR;Valpara?so;
Fazenda Haras RPC Airport;BR;Nova Lima;
Warna Roos Heliport;BR;Santa B?rbara Do Sul;
Fazenda Uruar? Airport;BR;Uruar?;
Terminal do Solim??es Heliport;BR;Coari;
Fazenda Caaguassu Airport;BR;Nova Ubirat??;
Fazenda Sime??o Brand??o Airport;BR;Mirador;
Fazenda Merc??rio Airstrip;BR;Feliz Natal;
Fazenda Santa B?rbara Airport;BR;Nobres;
Fazenda Alvorada Airstrip;BR;Primavera do Leste;
Fazenda Ita??ba Airport;BR;Canabrava do Norte;
Fazenda VR Airport;BR;Santa Cruz Do Xingu;
Serra da Borda Airport;BR;Vila Bela Da Sant?ssima Trindade;
Ilha Josefa Heliport;BR;Angra Dos Reis;
Vila Adail Heliport;BR;Elias Fausto;
Lavalpa Heliport;BR;Jacare?;
Rio Grande Regional Airport;BR;Rio Grande;
Fazenda Galheiro Airport;BR;Campo Verde;
Condom?nio Boa Esperan??a Airport;BR;Baixa Grande Do Ribeiro;
Agropecu?ria S??o Roberto Airport;BR;Santana Do Araguaia;
Monte das Oliveiras Heliport;BR;Santo Andr?;
Carlos Gomes Center Heliport;BR;Porto Alegre;
Fazenda Santa Elisa Airport;BR;Auriflama;
Fazenda Sant??ngelo Agropecu?ria Airport;BR;Miranda;
Hospital S??o Camilo Pomp?ia Heliport;BR;S??o Paulo;
Fazenda Barreiro Airport;BR;Para??na;
Fazenda Guanabara Airport;BR;Junqueir?polis;
PCH Garganta da Jararaca Airport;BR;Nova Maring?;
PCH Buriti Airport;BR;Para?so das ??guas;
Grupamento A?reo da Pol?cia Militar Heliport;BR;Praia Grande;
Mega Mix Heliport;BR;S??o Paulo;
Jo??o Domingues de Ara??jo Helipad;BR;S??o Paulo;
Dr. Ruth Noleto Macro-regional Hospital Heliport;BR;Imperatriz;
Fazenda Fartura Airport;BR;Santana do Araguaia;
Fazenda Remanso do Miranda Airport;BR;Bonito;
Fazenda Santa Ad?lia - Grupo Nativa Airport;BR;S??o Jos? do Xingu;
Fazenda Aimor?s Airport;BR;Juti;
Fazenda S??o Bento Airport;BR;Sidrol??ndia;
Serabi Airport;BR;Itaituba;
Usina Serra Grande Heliport;BR;S??o Jos? Da Lage;
Fly Ville Airport;BR;Governador Celso Ramos;
Fazenda Santa Luiza Airport;BR;Icara?ma;
Fazenda Carvalho Airport;BR;S??o Luiz Do Norte;
Fazenda Divis??o II Airport;BR;Lucas do Rio Verde;
Fazenda Santa Rosa Airport;BR;Mara Rosa;
Agrifor Airport;BR;Sorriso;
Umbar? Energy Heliport;BR;Curitiba;
Fazenda S??o Marcus Airport;BR;Alto Para?so;
Fazenda Guin? Airport;BR;S??o Roque de Minas;
Fazenda Santa Luzia Airport;BR;Novo Mundo;
Colombo Airstrip;BR;Marab?;
S??o Silvestre Airstrip;BR;Cocos;
Fazenda Lince Airport;BR;Tesouro;
Fazenda Buriti Airport;BR;Chapada Dos Guimar??es;
Plaza JK Heliport;BR;S??o Paulo;
Fazenda Mequens Airport;BR;Alta Floresta D`Oeste;
Fazenda P?r do Sol;BR;Para??na;
Aero Agr?cola Gaivota Airport;BR;Jaguapit??;
Santa Cec?lia Airport;BR;Mirand?polis;
Tapurah Airport;BR;Tapur?;
Terra Santa Airport;BR;Terra Santa;
Fazenda Lagoa do Barro Airport;BR;Novo Planalto;
Fazenda Tucano Airport;BR;Campo Novo Do Parecis;
Tivoli Center Heliport;BR;S??o Paulo;
Fazenda Nelore Heliport;BR;Bela Vista Do Maranh??o;
Gran Meli? Mofarrej Heliport;BR;S??o Paulo;
Dom Eliseu Airport;BR;Dom Eliseu;
Fazenda Alvorada Airport;BR;Corumb?;
Fazenda Retiro Novo Airstrip;BR;Corumb?;
Fazenda Lua Nova Airstrip;BR;Nova Lacerda;
Fazenda Guariba Airstrip;BR;Vila Rica;
Fazenda Alegre Airport;BR;Itabera?;
Fazenda Ipanema Airport;BR;Correntina;
Fazenda Rio Azul Airport;BR;Vila Bela Da Sant?ssima Trindade;
Ecological Center Heliport;BR;Barueri;
Silvestre Heliport;BR;Pedra Branca Do Amapari;
SPEL Embalagens Helipad;BR;Atibaia;
Fazenda Lagoinha Airport;BR;Pedrin?polis;
Fazenda S??o Francisco Heliport;BR;Mogi Mirim;
Fazenda Ju?na Airport;BR;Campos De J??lio;
Fazenda Rio Pardo Airport;BR;Iaras;
Unimed - Nordeste Helipad;BR;Caxias Do Sul;
Fazenda Vista Alegre Airport;BR;??gua Clara;
Fazenda Reunidas Airport;BR;Paranatinga;
Fazenda Acar? Airport;BR;Brit??nia;
Cimento Rio Branco Heliport;BR;Rio Branco do Sul;
Fazenda Paran? Airport;BR;Nova Roma;
CPFL Sede Heliport;BR;Campinas;
MBP - Metal??rgica Barra do Pira? Heliport;BR;Barra Do Pira?;
Sinal Empreendimentos Heliport;BR;Rio Das Ostras;
Santo Aleixo Heliport;BR;Morungaba;
Fazenda Recanto do Lago Airstrip;BR;Jussara;
Fazenda Princezinha Airport;BR;Bonito;
Condom?nio P?r do Sol Airstrip;BR;Cl?udia;
Hangar Du Fanta Airstrip;BR;Cant?;
Geraldo Alonso Filho Airport;BR;Barra;
DJY Heliport;BR;S??o Paulo;
Fazenda Nazar? Airport;BR;Buritizeiro;
VR Campos do Jord??o Heliport;BR;Campos Do Jord??o;
Condom?nio Edif?cio Mans??o Macedo Heliport;BR;Fortaleza;
Zona 01 Heliport;BR;Itapema;
Ch?cara da Capela Heliport;BR;Tiet?;
Pian Airstrip;BR;S??o Louren??o do Sul;
Fazenda Cachoeirinha Airport;BR;Perdizes;
Est??ncia Calif?rnia Airport;BR;Alta Floresta;
Aragar??as Airport;BR;Aragar??as;
Vila Pitinga Airport;BR;Presidente Figueiredo;
Fazenda S??o Joaquim Airport;BR;Jardim;
Vale do Parana?ba Airport;BR;Capin?polis;
Rio Negro Heliport;BR;Cantagalo;
Pagrisa Airport;BR;Ulian?polis;
KB Heliport;BR;Santo Ant?nio de Jesus;
Fazenda Jatob? Airport;BR;S??o F?lix do Xingu;
Plenovale Heliport;BR;Tunas do Paran?;
Fazenda S??o Pedro Airport;BR;Novo Progresso;
Fazenda Ararib? Airport;BR;Canarana;
Mima Heliport;BR;S??o Jo??o Da Barra;
Itagro Airport;BR;Alegrete;
Fazenda Flor Airport;BR;Campo Grande;
HPE Helipad;BR;S??o Paulo;
Fiec Heliport;BR;Fortaleza;
Botuvera Airport;BR;Ga??cha do Norte;
Fazenda Santa Dulcina Airport;BR;Taquarituba;
Warpol Airport;BR;S??o Desid?rio;
Aeroclube de Birigui - CMTE Munir Djabak Airport;BR;Birigui;
Heligalo Heliport;BR;Angra Dos Reis;
Praia de Olaria Heliport;BR;S??o Sebasti??o;
Fazenda S??o Judas Airport;BR;S??o Miguel Do Araguaia;
Fazenda Cachoeira Preta Airport;BR;??gua Clara;
Rio Alegre Airport;BR;Euclides Da Cunha Paulista;
Parkway Heliport;BR;Bras?lia;
E-Tower Helipad;BR;S??o Paulo;
Fazenda Taiuva Airport;BR;S??o F?lix do Araguaia;
Rialma E?lica Heliport;BR;Lagoa Nova;
Valle da Serra Heliport;BR;Betim;
Fazenda Guanabara Airport;BR;Mimoso de Goi?s;
Fazenda Ouro Preto Airport;BR;Cumaru do Norte;
Aquapey Airport;BR;Porto Esperdi??o;
Usina Santa Cruz Airport;BR;Santa Cruz Cabr?lia;
Escarpas Heliport;BR;Capit?lio;
RDB Heliport;BR;Trairi;
Fazenda Agroplan Airport;BR;Quer?ncia;
Alimentos Dallas Airport;BR;Nova Alvorada do Sul;
Eldorado Helipad;BR;S??o Paulo;
Hospital Unimed Primavera Helipad;BR;Teresina;
Carolina de Assis Repetto Airport;BR;Lima Duarte;
Alice Maria Sampaio Ferreira Heliport;BR;S??o Paulo;
Ribeir??o Shopping Heliport;BR;Ribeir??o Preto;
B. Cao Vi?o Heliport;BR;Praia Grande;
Veracel Airport;BR;Belmonte;
Iguass?? Heliport;BR;Angra Dos Reis;
Fazenda Bela Vista Airport;BR;Amamba?;
Recreio Airport;BR;Ponta Por??;
Piratas Mall Heliport;BR;Angra Dos Reis;
Fazenda Agu??o Airport;BR;Uni??o do Sul;
Fazenda Vaca Preta Airport;BR;S??o Domingos;
Fazenda Vereda Grande Airport;BR;Presidente Oleg?rio;
Fazenda Santa Maria Airport;BR;Barra do Gar??as;
Fazenda Aurora Airport;BR;S??o Desid?rio;
Risicola VR Airstrip;BR;Santa Isabel do Iva?;
Fazenda Pajau Airport;BR;Sapezal;
Fazenda Kajussol Airport;BR;Santa Luzia D`Oeste;
??gua Fria Airport;BR;Pacaraima;
Ajarani Airport;BR;Caracara?;
Alto Mucaja? Airport;BR;Alto Alegre;
Fazenda Cachoeira Alta Airport;BR;Santana do Araguaia;
Ara? Airport;BR;Pacaraima;
Aratha-?? Airport;BR;Alto Alegre;
Baixo Catrimani Airport;BR;Caracara?;
Baixo Mucaja? Airport;BR;Alto Alegre;
Bala Airport;BR;Pacaraima;
Centro Empresarial Araguaia II - CEA II Helipad;BR;Barueri;
Bananal Airport;BR;Pacaraima;
Bananeira Airport;BR;Uiramut??;
Barreirinha Airport;BR;Uiramut??;
Caju Airport;BR;Pacaraima;
Camar? Airport;BR;Norm??ndia;
Campo Formoso Airport;BR;Pacaraima;
Campo Grande Airport;BR;Pacaraima;
Cau?-Apia? Heliport;BR;Apia?;
Fazenda Santa Terezinha Airport;BR;Santa Terezinha;
Foz do Chopim Heliport;BR;Cruzeiro do Igua??u;
Fazenda Vale do Para?so Airport;BR;Bannach;
Fazenda Baru Airstrip;BR;Padre Bernardo;
